_id,licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
3642,MOF KOR PTE. LTD.,SW14467K000,26 SENTOSA GATEWAY #01-30/31/32/33 RESORTS WORLD SENTOSA SINGAPORE 098138,A,na,na,na
3643,KOUFU PTE LTD,SW14464P000,500 DOVER ROAD SINGAPORE POLYTECHNIC - FOODCOURT 1 SINGAPORE 139651,na,na,na,na
3644,WEBREAD PTE. LTD.,SW14449N000,70 BIOPOLIS STREET #01-02 P&G SINGAPORE 138547,A,na,na,na
3645,JAMIE & BETH PTE. LTD.,SW14448P000,63 JURONG WEST CENTRAL 3 #03-89F JURONG POINT SINGAPORE 648331,B,na,na,na
3646,ICE CREAM BRANDZ PTE. LTD.,SW14442E000,2 JURONG EAST STREET 21 #01-22A IMM BUILDING SINGAPORE 609601,A,na,na,na
3647,THE GORILLA GROUP PRIVATE LIMITED,SW14441J000,8 BIOMEDICAL GROVE #01-06 NEUROS SINGAPORE 138665,A,na,na,na
3648,THE PALATE INC PTE. LTD.,SW14433J000,70 BIOPOLIS STREET #01-05 SINGAPORE 138547,A,na,na,na
3649,HONG HOO RESTAURANT PTE. LTD.,SW14425J000,378 CLEMENTI AVENUE 5 #01-338 SINGAPORE 120378,B,na,na,na
3650,KIM YOUNGBEOM,SW14421P000,3155 COMMONWEALTH AVENUE WEST #04-33 THE CLEMENTI MALL SINGAPORE 129588,na,na,na,na
3651,8082 F&B PTE. LTD.,SW14413P000,21 BENOI SECTOR #01-05 MAPLETREE BENOI LOGISTICS HUB SINGAPORE 629853,na,na,na,na
3652,NONYA CAFE PTE. LTD,SW14400C000,154 WEST COAST ROAD #02-25 WEST COAST PLAZA SINGAPORE 127371,A,na,na,na
3653,TAN CHOON LAN,SW14393L000,9 SUNGEI KADUT STREET 3 1ST STOREY SUNRAY BUILDING SINGAPORE 729143,B,na,na,na
3654,THE INDIAN HERITAGE PTE LTD,SW14387J000,21 BIOPOLIS ROAD #01-05 NUCLEOS SINGAPORE 138567,A,4,na,na
3655,LIM THIAM BOON,SW14386K000,15 JALAN TEPONG #01-02 JURONG FOOD HUB SINGAPORE 619336,na,na,na,na
3656,CHEW BOCK KOON,SW14385L000,301 BOON LAY WAY #01-08 BOON LAY MRT STATION SINGAPORE 649846,B,na,na,na
3657,TAN TECK MENG,SW14384N000,504 WEST COAST DRIVE #01-226 SINGAPORE 120504,B,na,na,na
3658,Z T P GINSENG BIRDNEST PTE LTD,SW14358X000,10 CHOA CHU KANG AVENUE 4 #01-12 CHOA CHU KANG MRT STATION SINGAPORE 689810,A,na,na,na
3659,LIM BOCK HUAN,SW14357V000,TELOK BLANGAH STREET 31 BUKIT MERAH CONTRACT 50 SINGAPORE 108942,na,na,na,na
3660,TAI SEI HEI PTE. LTD.,SW14345E000,63 JURONG WEST CENTRAL 3 #03-89G JURONG POINT SINGAPORE 648331,A,na,na,na
3661,THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD,SW14341N000,50 NANYANG AVENUE SS1-01-05/05A (OPPOSITE NANYANG AUDITORIUM) NTU SINGAPORE 639798,A,na,na,na
3662,NG CHOON CHUAN,SW14323X000,1 BUKIT BATOK CENTRAL LINK #01-03 WEST MALL SINGAPORE 658713,na,na,na,na
3663,BREAD@WORK PTE. LTD.,SW14313A000,429 JURONG WEST AVENUE 1 #01-312 (PART OF) SINGAPORE 640429,A,na,na,na
3664,ROTI DA REN PTE. LTD.,SW14301J000,442 CLEMENTI AVENUE 3 #01-91 (PART OF) SINGAPORE 120442,na,na,na,na
3665,BALAJI RESTAURANT & CATERING PTE. LTD.,SW14295N000,45 KIAN TECK DRIVE BLOCK 3 CHINSIM INDUSTRIAL CENTRE SINGAPORE 628859,na,na,na,na
3666,MOVING4WARD PTE. LTD.,SW14291A000,21 CHOA CHU KANG NORTH 6 #B1-44 YEWTEE POINT SINGAPORE 689578,na,na,na,na
3667,THE GREEN BAR PTE. LTD.,SW14284V000,460 ALEXANDRA ROAD #02-12A & #02-K1 ALEXANDRA RETAIL CENTRE SINGAPORE 119963,A,na,na,na
3668,URBAN CONFLUX PTE. LTD.,SW14280E000,1 FUSIONOPOLIS LINK #01-04 BLOCK 3 NEXUS @ONE-NORTH SINGAPORE 138542,A,na,na,na
3669,THOMSON CATERING & ENTERPRISES PTE LTD,SW14273C000,MK 07-04019P ALONG PIONEER ROAD,na,na,na,na
3670,LOONGWEI PTE. LTD.,SW14266B000,221 BOON LAY PLACE #01-116 (PART OF) BOON LAY SHOPPING CENTRE SINGAPORE 640221,na,na,na,na
3671,ORIGINAL TASTE HOLDINGS PTE. LTD.,SW14245L000,10 CHOA CHU KANG AVENUE 4 #01-27 CHOA CHU KANG MRT STATION SINGAPORE 689810,A,na,na,na
3672,MR BEAN INTERNATIONAL PTE. LTD.,SW14244N000,301 BOON LAY WAY #01-23 BOON LAY MRT STATION SINGAPORE 649846,A,na,na,na
3673,GOH AH GUAT,SW14243P000,LOT 03267K & 04705M MK 10 AT 293 TO 293D BUKIT BATOK EAST AVE 6,na,na,na,na
3674,Y3T INC. PRIVATE LIMITED,SW14242X000,60 BIOPOLIS STREET #01-05 GENOME SINGAPORE 138672,A,na,na,na
3675,SAPIAH BINTE HARON,SW14237L000,175 BOON LAY DRIVE #01-328 (PART OF) SINGAPORE 640175,B,na,na,na
3676,SAKONTHAI KITCHEN PTE. LTD.,SW14235P000,328 CLEMENTI AVENUE 2 #01-186 SINGAPORE 120328,A,na,na,na
3677,CHEERS HOLDINGS (2004) PTE. LTD.,SW14232A000,70 BIOPOLIS STREET #01-04 SINGAPORE 138547,A,na,na,na
3678,MARCO MARCO SINGAPORE PTE. LTD.,SW14228N000,9 NORTH BUONA VISTA DRIVE #01-05 THE METROPOLIS SINGAPORE 138588,A,na,na,na
3679,LEE KIM TAH (PTE) LTD.,SW14225V000,63 JURONG WEST CENTRAL 3 #03-80 JURONG POINT SINGAPORE 648331,A,na,na,na
3680,JTC Corporation,SW14152V000,45 QUALITY ROAD QUALITY ROAD FOOD CENTRE SINGAPORE 618824,na,na,na,na
3681,JTC Corporation,SW14151A000,29A JURONG PORT ROAD JURONG PORT ROAD FOOD CENTRE SINGAPORE 619112,na,na,na,na
3682,JTC Corporation,SW14150B000,51A AYER RAJAH CRESCENT AYER RAJAH FOOD CENTRE III SINGAPORE 139956,na,na,na,na
3683,TIMBRE + PTE. LTD.,SW14149K000,73A AYER RAJAH CRESCENT SINGAPORE 139957,na,na,na,na
3684,TAN BEE YOK,SW14148L000,CCK N8 C6 AT CHOA CHU KANG AVE 7/KEAT HONG LINK,na,na,na,na
3685,SINGAPORE AEROSPACE MANUFACTURING PRIVATE LIMITED,SW14129X000,51 CORPORATION ROAD (SECOND STOREY) SINGAPORE 649806,A,na,na,na
3686,BIZLAB INVESTMENTS PTE. LTD.,SW14112N000,32 OLD TOH TUCK ROAD #01-17 I . BIZ CENTRE SINGAPORE 597658,na,na,na,na
3687,SLM KOH LLP,SW14109C000,21 BIOPOLIS ROAD #01-21 NUCLEOS SINGAPORE 138567,A,na,na,na
3688,CHOP TAI CHONG KOK PTE. LTD.,SW14106K000,3 GATEWAY DRIVE #B2-05 WESTGATE SINGAPORE 608532,na,na,na,na
3689,KEN SENG GUAN,SW14101V000,1 LOWER KENT RIDGE ROAD #03-01 ONE@KENTRIDGE SINGAPORE 119082,na,na,na,na
3690,STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW14097A000,70 BIOPOLIS STREET #01-03 SINGAPORE 138547,A,na,na,na
3691,SYED ARIF SALAHUDDIN,SW14096B000,1 FUSIONOPOLIS LINK #01-03 NEXUS @ONE-NORTH SINGAPORE 138542,na,na,na,na
3692,TEN & HAN TRADING PTE LTD,SW14093J000,3 GATEWAY DRIVE #02-08 WESTGATE SINGAPORE 608532,A,na,na,na
3693,SINGAPORE COFFEE TIME PTE. LTD.,SW14083L000,456 JURONG WEST STREET 41 #01-726 SINGAPORE 640456,A,na,na,na
3694,CAFE @ PHOENIX PTE. LTD.,SW14069J000,31 NANYANG LINK #01-11 WEE KIM WEE SCHOOL OF COMM AND INFO NTU SINGAPORE 637718,A,na,na,na
3695,TTL MANAGEMENT PTE. LTD.,SW14065P000,301 BOON LAY WAY #01-29 BOON LAY MRT STATION SINGAPORE 649846,A,na,na,na
3696,SCOOP & SCOOP PTE. LTD.,SW14062A000,3155 COMMONWEALTH AVENUE WEST #01-11 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
3697,THOUSAND TASTE PTE. LTD.,SW14059L000,10 CHOA CHU KANG AVENUE 4 #01-17 CHOA CHU KANG MRT STATION SINGAPORE 689810,na,na,na,na
3698,KOTOSHI RYORI FOOD HOLDING PTE. LTD.,SW14052C000,31 BUKIT BATOK CRESCENT #01-01 SPENDOUR SINGAPORE 658070,A,na,na,na
3699,GREENDOT F & B PTE LTD,SW14051E000,3 GATEWAY DRIVE #01-08 WESTGATE SINGAPORE 608532,na,na,na,na
3700,RITZ ISLAND PTE. LTD.,SW14046A000,26 SENTOSA GATEWAY #01-85 SINGAPORE 098138,A,na,na,na
3701,BROTZEIT PTE. LTD.,SW14044C000,3 GATEWAY DRIVE #01-04 WESTGATE SINGAPORE 608532,A,na,na,na
3702,R FOODS PTE. LTD.,SW14043E000,9 NORTH BUONA VISTA DRIVE #01-06/07 THE METROPOLIS SINGAPORE 138588,A,na,na,na
3703,SALAD STOP PTE. LTD.,SW14038A000,9 NORTH BUONA VISTA DRIVE #01-16 THE METROPOLIS SINGAPORE 138588,A,na,na,na
3704,MR BEAN INTERNATIONAL PTE. LTD.,SW14037B000,9 NORTH BUONA VISTA DRIVE #01-09 THE METROPOLIS SINGAPORE 138588,A,na,na,na
3705,STAR MOON RESTAURANT & CATERING PTE. LTD,SW14031N000,18 TOH GUAN ROAD EAST #01-01 BLK 28 WESTLITE DORMITORY (TOH GUAN) SINGAPORE 608591,na,na,na,na
3706,SITI BINTE RAOB @SITI MARIAM BTE RAUB,SW14019E000,3 GATEWAY DRIVE #B2-08 WESTGATE SINGAPORE 608531,A,4,na,na
3707,THE BATTER PEOPLE CO. PTE. LTD.,SW14014P000,1 LOWER KENT RIDGE ROAD #01-04 ONE@KENTRIDGE SINGAPORE 119082,A,na,na,na
3708,LEE HOIE HOCK,SW14008L000,1 LOWER KENT RIDGE ROAD #01-03 ONE@KENTRIDGE SINGAPORE 119082,A,na,na,na
3709,CANTON PARADISE PTE. LTD.,SW14002B000,460 ALEXANDRA ROAD #02-30-32 ARC SINGAPORE 119963,A,na,na,na
3710,HAO ZIWEI FOOD COMPANY PTE. LTD.,SW13X65B000,60 JURONG GATEWAY ROAD #01-15 PART OF (UNIT B) TEMP JURONG EAST BUS INTERCHANGE SINGAPORE 608548,B,na,na,na
3711,COPITIAM PTE. LTD.,SW13X61K000,1 LOWER KENT RIDGE ROAD #05-01 ONE@KENTRIDGE SINGAPORE 119082,na,na,na,na
3712,COLD STORAGE SINGAPORE (1983) PTE LTD,SW13X57B000,1 LOWER KENT RIDGE ROAD #03-05/06 ONE@KENTRIDGE SINGAPORE 119082,A,na,na,na
3713,MINOR FOOD GROUP (SINGAPORE) PTE. LTD.,SW13X53K000,1 LOWER KENT RIDGE ROAD #02-11/12 ONE@KENTRIDGE SINGAPORE 119082,A,na,na,na
3714,LOW SIEW HONG,SW13X42P000,1 LOWER KENT RIDGE ROAD #01-16 ONE@KENTRIDGE SINGAPORE 119082,na,na,na,na
3715,INSTITUTE OF TECHNICAL EDUCATION,SW13X34P000,1 CHOA CHU KANG GROVE #04-14 ITE COLLEGE WEST BLOCK 3 SINGAPORE 688236,A,na,na,na
3716,LAW KHAI EE,SW13X26P000,1 VISTA EXCHANGE GREEN #02-27 THE STAR SINGAPORE 138617,A,na,na,na
3717,SAMBO PTE. LTD.,SW13X23A000,19 JALAN TUKANG 1ST STOREY SINGAPORE 619265,A,na,na,na
3718,CHUA CHEE KEONG,SW13X07A000,17A TUAS SOUTH AVENUE 10 (LOT 04600V MUKIM 07) SINGAPORE 637438,na,0,na,na
3719,ZHENG YUAN FOOD & BEVERAGE PTE. LTD.,SW13W91C000,1 MARITIME SQUARE #02-01/02 HARBOURFRONT CENTRE SINGAPORE 099253,A,na,na,na
3720,KINOSHITA SINGAPORE PTE. LTD,SW13W89N000,3 GATEWAY DRIVE #04-07 WESTGATE SINGAPORE 608532,A,na,na,na
3721,ISETAN (SINGAPORE) LIMITED?,SW13W87X000,3 GATEWAY DRIVE #B2-01 (PART OF) WESTGATE SINGAPORE 608532,na,na,na,na
3722,STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW13W86V000,1 LOWER KENT RIDGE ROAD #03-12 ONE@KENT RIDGE SINGAPORE 119082,A,na,na,na
3723,NIWA SUSHI PTE. LTD.,SW13W74E000,1 LOWER KENT RIDGE ROAD #01-18 ONE @ KENTRIDGE SINGAPORE 119082,A,na,na,na
3724,STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW13W73J000,9 NORTH BUONA VISTA DRIVE #01-13/14 THE METROPOLIS SINGAPORE 138588,A,na,na,na
3725,CATHAY CINEPLEXES PTE LTD,SW13W71L000,50 JURONG GATEWAY ROAD #05-04/05 JEM SINGAPORE 608549,A,na,na,na
3726,CATHAY CINEPLEXES PTE LTD,SW13W70N000,50 JURONG GATEWAY ROAD #05-05 JEM SINGAPORE 608549,A,na,na,na
3727,CATHAY CINEPLEXES PTE LTD,SW13W69A000,50 JURONG GATEWAY ROAD #05-04 JEM SINGAPORE 608549,A,na,na,na
3728,MCDONALD'S RESTAURANTS PTE. LTD.,SW13W68B000,9 NORTH BUONA VISTA DRIVE #01-08 THE METROPOLIS SINGAPORE 138588,A,na,na,na
3729,MITSUBISHI CHEMICAL INFONICS PTE LTD,SW13W59C000,103 PIONEER ROAD (1ST STOREY) SINGAPORE 639582,A,na,na,na
3730,GUOWANG PTE. LTD.,SW13W57J000,10 BUKIT BATOK CENTRAL #01-15 BUKIT BATOK MRT STATION SINGAPORE 659958,B,na,na,na
3731,MANNA 360 PTE. LTD,SW13W52X000,26 SENTOSA GATEWAY #01-201 THE FORUM RESORTS WORLD SENTOSA SINGAPORE 098138,A,na,na,na
3732,VDL ENABLING TECHNOLOGIES GROUP (SINGAPORE) PTE. LTD.,SW13W51V000,259 JALAN AHMAD IBRAHIM 3RD STOREY SINGAPORE 629148,B,6,na,na
3733,MR BEAN INTERNATIONAL PTE. LTD.,SW13W30J000,10 CHOA CHU KANG AVENUE 4 #01-03 CHOA CHU KANG MRT STATION SINGAPORE 689810,A,na,na,na
3734,CATHAY CINEPLEXES PTE LTD,SW13W29P000,50 JURONG GATEWAY ROAD #05-04 JEM SINGAPORE 608549,A,na,na,na
3735,LIM CHOO HUA,SW13W12L000,80 TUAS SOUTH BOULEVARD SINGAPORE 637051,A,na,na,na
3736,F & B MARINA PTE. LTD.,SW13W11N000,80 TUAS SOUTH BOULEVARD 2ND STOREY ANCILLARY OFFICE BLOCK SINGAPORE 637051,na,0,na,na
3737,COLD STORAGE SINGAPORE (1983) PTE LTD,SW13W04L000,9 NORTH BUONA VISTA DRIVE #01-11 THE METROPOLIS SINGAPORE 138588,A,4,na,na
3738,MCBISTRO PTE. LTD.,SW13W02P000,1 HARBOURFRONT WALK #03-10 VIVOCITY SINGAPORE 098585,A,na,na,na
3739,CHILLI API CATERING PTE. LTD.,SW13V50E000,10 TOH GUAN ROAD #04-11 DBS ASIA GATEWAY SINGAPORE 608838,A,na,na,na
3740,KATRINA HOLDINGS PTE LTD,SW13V45A000,26 SENTOSA GATEWAY #B1-221 THE FORUM @ RESORTS WORLD SENTOSA SINGAPORE 098138,A,na,na,na
3741,J KITCHEN LIMITED LIABILITY PARTNERSHIP,SW13V37A000,27 WEST COAST HIGHWAY #01-03 WESTWAY SINGAPORE 117867,A,na,na,na
3742,SPH BUZZ PTE. LTD.,SW13V20X000,165A TECK WHYE CRESCENT #01-343 SINGAPORE 681165,A,na,na,na
3743,KIM SAN LENG (SOON LEE) PTE. LTD.,SW13V09J000,3 SOON LEE STREET #01-11 PIONEER JUNCTION SINGAPORE 627606,na,na,na,na
3744,BLUE LOTUS RESTAURANT PTE. LTD.,SW13V03V000,31 OCEAN WAY #01-13 QUAYSIDE ISLE SINGAPORE 098375,A,na,na,na
3745,KEN SENG GUAN,SW13U76N000,164 BUKIT BATOK STREET 11 #01-150 PART OF SINGAPORE 650164,na,na,na,na
3746,COASTES PRIVATE LIMITED,SW13U75P000,52 SILOSO BEACH WALK SENTOSA SINGAPORE 099012,na,na,na,na
3747,GAN TECK KAR INVESTMENTS PTE LTD,SW13U69L000,460 ALEXANDRA ROAD #01-33 ALEXANDRA RETAIL CENTRE - PSA BUILDING SINGAPORE 119963,A,na,na,na
3748,ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,SW13U61E000,3 CHOA CHU KANG GROVE DELTA SENIOR SCHOOL (APSN) SINGAPORE 688237,na,na,na,na
3749,OEDO FOOD SERVICES PTE LTD,SW13U29E000,50 JURONG GATEWAY ROAD #B1-05 JEM SINGAPORE 608549,A,na,na,na
3750,RAIN MUSICBOX ENTERTAINMENT PTE. LTD.,SW13U27K000,3 SENTOSA GATEWAY #01-03 ST. JAMES POWER STATION SINGAPORE 098544,na,na,na,na
3751,WONG JIE HUI,SW13U21A000,170 UPPER BUKIT TIMAH ROAD #04-19 BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,na,na,na,na
3752,LIM SWEE HIANG,SW13U04B000,154 WEST COAST ROAD #B1-20/21 WEST COAST PLAZA SINGAPORE 127371,na,na,na,na
3753,PEZZO SINGAPORE PTE. LTD.,SW13U02E000,1 VISTA EXCHANGE GREEN #B1-37C THE STAR SINGAPORE 138617,A,na,na,na
3754,PEZZO SINGAPORE PTE. LTD.,SW13T90B000,50 JURONG GATEWAY ROAD #B1-K09 JEM SINGAPORE 608549,A,na,na,na
3755,RAMEN PLAY PTE. LTD.,SW13T89K000,50 JURONG GATEWAY ROAD #B1-10 JEM SINGAPORE 608549,A,na,na,na
3756,TASTER FOOD PTE. LTD.,SW13T88L000,50 JURONG GATEWAY ROAD #02-07 JEM SINGAPORE 608549,A,na,na,na
3757,PONTIAN JEM PTE. LTD.,SW13T85X000,50 JURONG GATEWAY ROAD #05-02 JEM SINGAPORE 608549,A,na,na,na
3758,SCOOP & SCOOP PTE. LTD.,SW13T81C000,50 JURONG GATEWAY ROAD #02-06 JEM SINGAPORE 608549,A,na,na,na
3759,GASTRO NETWORK PTE. LTD.,SW13T80E000,50 JURONG GATEWAY ROAD #B1-32 JEM SINGAPORE 608549,A,na,na,na
3760,TEN & HAN TRADING PTE LTD,SW13T76V000,50 JURONG GATEWAY ROAD #B1-K10 JEM SINGAPORE 608549,A,na,na,na
3761,WING TAI RETAIL MANAGEMENT PTE LTD,SW13T71J000,50 JURONG GATEWAY ROAD #B1-39 JEM SINGAPORE 608549,A,na,na,na
3762,DELIFRANCE SINGAPORE PTE LTD?,SW13T65C000,1 MARITIME SQUARE #02-124/125/126 HARBOURFRONT CENTRE SINGAPORE 099253,A,na,na,na
3763,DELIFRANCE SINGAPORE PTE LTD?,SW13T64E000,50 JURONG GATEWAY ROAD #B1-K15/16 JEM SINGAPORE 608549,A,na,na,na
3764,JP FOODSERVICE PTE. LTD.,SW13T59A000,50 JURONG GATEWAY ROAD #04-15 JEM SINGAPORE 608549,A,na,na,na
3765,POLAR PUFFS & CAKES PTE LTD,SW13T46K000,50 JURONG GATEWAY ROAD #B1-31 JEM SINGAPORE 608549,A,na,na,na
3766,SINGAPORE POLYTECHNIC GRADUATES' GUILD,SW13T42X000,1010 DOVER ROAD #02-12 SINGAPORE POLYTECHNIC GRADUATES' GUILD SINGAPORE 139658,A,na,na,na
3767,THE FAMOUS AMOS CHOCOLATE CHIP COOKIE SINGAPORE PTE LTD,SW13T35P000,50 JURONG GATEWAY ROAD #B1-K14 JEM SINGAPORE 608549,A,na,na,na
3768,LOUISIANA QSR PTE. LTD.,SW13T34X000,63 JURONG WEST CENTRAL 3 #03-48/49/50/51 JURONG POINT SINGAPORE 648331,B,na,na,na
3769,MR BEAN INTERNATIONAL PTE. LTD.,SW13T32A000,50 JURONG GATEWAY ROAD #B1-K11 JEM SINGAPORE 608549,A,na,na,na
3770,RAJ & RAJ PTE. LTD,SW13T27P000,11 TECH PARK CRESCENT #01-02 WORKERS' DORMITORY SINGAPORE 638121,na,4,na,na
3771,Y.E.S F & B GROUP PTE. LTD.,SW13T26X000,50 JURONG GATEWAY ROAD #03-08 JEM SINGAPORE 608549,A,na,na,na
3772,BREADTALK PTE LTD,SW13T21E000,50 JURONG GATEWAY ROAD #01-15 JEM SINGAPORE 608549,A,na,na,na
3773,THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD,SW13T18X000,50 JURONG GATEWAY ROAD #01-06 JEM SINGAPORE 608549,A,na,na,na
3774,SFBI (ASIA-PACIFIC) PTE. LTD.,SW13T16A000,50 JURONG GATEWAY ROAD #04-10/11/12 JEM SINGAPORE 608549,A,na,na,na
3775,SUSHI-TEI PTE LTD,SW13T03K000,50 JURONG GATEWAY ROAD #03-18 JEM SINGAPORE 608549,A,na,na,na
3776,FOLKS 'N' SPOONS PTE. LTD,SW13T01N000,31 OCEAN WAY #01-16 QUAYSIDE ISLE SINGAPORE 098375,A,na,na,na
3777,MOS FOODS SINGAPORE PTE. LTD.,SW13S90J000,50 JURONG GATEWAY ROAD #05-03 JEM SINGAPORE 608549,A,na,na,na
3778,SF (JURONG) PTE. LTD.,SW13S87V000,50 JURONG GATEWAY ROAD #B1-K08 JEM SINGAPORE 608549,A,na,na,na
3779,KATRINA HOLDINGS PTE LTD,SW13S85B000,50 JURONG GATEWAY ROAD #03-22 JEM SINGAPORE 608549,A,na,na,na
3780,COASTES PRIVATE LIMITED,SW13S82J000,54 SILOSO BEACH WALK SENTOSA SINGAPORE 099013,A,na,na,na
3781,KATRINA HOLDINGS PTE LTD,SW13S80L000,50 JURONG GATEWAY ROAD #B1-08 JEM SINGAPORE 608549,A,na,na,na
3782,WAN CHONG FUNG,SW13S76C000,50 JURONG GATEWAY ROAD #B1-K06 JEM SINGAPORE 608549,na,na,na,na
3783,YA KUN CAFE PTE. LTD.,SW13S73K000,50 JURONG GATEWAY ROAD #B1-K05 JEM SINGAPORE 608549,A,na,na,na
3784,COMMONWEALTH RETAIL CONCEPTS PTE. LTD.,SW13S66J000,50 JURONG GATEWAY ROAD #04-26 JEM SINGAPORE 608549,A,na,na,na
3785,TEAMIN PTE. LTD.,SW13S56L000,50 JURONG GATEWAY ROAD #01-16 JEM SINGAPORE 608549,A,na,na,na
3786,THE SOUP SPOON PTE LTD,SW13S48L000,50 JURONG GATEWAY ROAD #02-05 JEM SINGAPORE 608549,A,na,na,na
3787,BEE CHENG HIANG VENTURE PTE. LTD.,SW13S47N000,50 JURONG GATEWAY ROAD #B1-40 JEM SINGAPORE 608549,na,na,na,na
3788,GURNEY CULTURE PTE. LTD.,SW13S40E000,50 JURONG GATEWAY ROAD #04-27 JEM SINGAPORE 608549,A,na,na,na
3789,CHUA CHEE KEONG,SW13S39N000,LOT 4157T MK 07 AT TUAS BAY LANE,na,na,na,na
3790,SOUP EMPIRE HOLDINGS PTE. LTD.,SW13S38P000,50 JURONG GATEWAY ROAD #03-23 JEM SINGAPORE 608549,A,na,na,na
3791,ITAFEST PTE. LTD.,SW13S37X000,50 JURONG GATEWAY ROAD #01-05 JEM SINGAPORE 608549,A,na,na,na
3792,SK CATERING PTE. LTD.,SW13S36V000,50 JURONG GATEWAY ROAD #03-21 JEM SINGAPORE 608549,A,na,na,na
3793,CAFE RED GINGER PTE LTD,SW13S20N000,50 JURONG GATEWAY ROAD #B1-41/42 JEM SINGAPORE 608549,A,na,na,na
3794,AL BORGO PTE. LTD.,SW13S15J000,46 TELOK BLANGAH DRIVE #01-85 SINGAPORE 100046,A,na,na,na
3795,MARCHE RESTAURANTS SINGAPORE PTE. LTD.,SW13S11P000,50 JURONG GATEWAY ROAD #01-03 JEM SINGAPORE 608549,A,na,na,na
3796,LEE WEE & BROTHERS' FOODSTUFF PTE. LTD.,SW13S10X000,50 JURONG GATEWAY ROAD #B1-K12 JEM SINGAPORE 608549,A,na,na,na
3797,KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,SW13S05L000,50 JURONG GATEWAY ROAD #B1-04 JEM SINGAPORE 608549,A,na,na,na
3798,PARIS BAGUETTE SINGAPORE PTE. LTD.,SW13S04N000,50 JURONG GATEWAY ROAD #02-20/21 JEM SINGAPORE 608549,A,na,na,na
3799,STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW13R92K000,50 JURONG GATEWAY ROAD #01-02 JEM SINGAPORE 608549,A,na,na,na
3800,EAT. BUSINESS PTE. LTD.,SW13R79C000,50 JURONG GATEWAY ROAD #B1-K07 JEM SINGAPORE 608549,A,na,na,na
3801,MR BAP PTE. LTD.,SW13R77J000,50 JURONG GATEWAY ROAD #B1-K2 JEM SINGAPORE 608549,A,na,na,na
3802,ZULKIFRI BIN SALI,SW13R72X000,14 CLEMENTI ROAD SINGAPORE 129743,B,6,na,na
3803,JTT 3 PTE. LTD.,SW13R70A000,60 JURONG GATEWAY ROAD #01-12 (PART OF) UNIT C TEMP JURONG EAST BUS INTERCHANGE SINGAPORE 608548,na,na,na,na
3804,BURGER KING SINGAPORE PTE. LTD.,SW13R61B000,50 JURONG GATEWAY ROAD #B1-02 JEM SINGAPORE 608549,A,na,na,na
3805,TEN & HAN TRADING PTE LTD,SW13R57P000,460 ALEXANDRA ROAD #02-36 ALEXANDRA RETAIL CENTRE SINGAPORE 119963,A,na,na,na
3806,R E & S ENTERPRISES PTE LTD,SW13R47V000,50 JURONG GATEWAY ROAD #B1-01 JEM SINGAPORE 608549,A,na,na,na
3807,MINOR FOOD GROUP (SINGAPORE) PTE. LTD.,SW13R43E000,1 HARBOURFRONT WALK #01-175/176/177 VIVO CITY SINGAPORE 098585,A,6,na,na
3808,XI YUE YUAN PTE. LTD.,SW13R20V000,1 SOON LEE STREET #01-32 PIONEER CENTRE SINGAPORE 627605,na,na,na,na
3809,MANNA POT CATERING PTE. LTD.,SW13R18J000,500 DOVER ROAD BLK T11B SINGAPORE POLYTECHNIC SINGAPORE 139651,A,na,na,na
3810,KUSINA FILIPINO PTE. LTD.,SW13R16L000,60 JURONG GATEWAY ROAD #01-15A SINGAPORE 608548,B,na,na,na
3811,MINOR FOOD GROUP (SINGAPORE) PTE. LTD.,SW13R06P000,50 JURONG GATEWAY ROAD #04-25 JEM SINGAPORE 608549,A,na,na,na
3812,NEW MAJESTIC INVESTMENT PRIVATE LTD.,SW13Q97E000,50 JURONG GATEWAY ROAD #B1-06 JEM SINGAPORE 608549,A,na,na,na
3813,SPH BUZZ PTE. LTD.,SW13Q95K000,230 CHOA CHU KANG CENTRAL #01-K1 SINGAPORE 680230,A,na,na,na
3814,FOUR LEAVES PTE. LTD.,SW13Q88J000,50 JURONG GATEWAY ROAD #B1-38 JEM SINGAPORE 608549,na,na,na,na
3815,ONE MORE BREAD PTE. LTD.,SW13Q87K000,420A CLEMENTI AVENUE 1 #01-04 SINGAPORE 121420,na,na,na,na
3816,EXPERIENCE PROJECT SG PTE. LTD.,SW13Q86L000,21 MEDIA CIRCLE #01-03A INFINITE STUDIOS SINGAPORE 138562,A,na,na,na
3817,ARTIZAN CONCEPTS INTERNATIONAL PTE. LTD.,SW13Q84P000,31 OCEAN WAY #01-04/05 QUAYSIDE ISLE SINGAPORE 098375,A,na,na,na
3818,POT LUCK F & B SINGAPORE PTE. LTD,SW13Q81A000,2 JURONG EAST STREET 21 #01-101A IMM BUILDING SINGAPORE 609601,A,na,na,na
